space,mean_cos,l2_mean,ci95_low,ci95_high,n
raw,0.8333503280282021,57.664617935180665,0.8269711837172509,0.8391912803053856,1000
z,0.999464571237564,0.33483757165959105,0.9984010085463524,0.999993571639061,1000
