seed,split,space,cosine,l2
125,bootstrap,z,0.9999325275421143,0.1390710324048996
126,bootstrap,raw,0.8337432742118835,57.58588790893555
126,bootstrap,z,0.9998412132263184,0.2496815323829651
127,bootstrap,raw,0.8327651023864746,57.43516540527344
127,bootstrap,z,0.9991721510887146,0.5205334424972534
128,bootstrap,raw,0.8321077227592468,57.75681686401367
128,bootstrap,z,0.9991675615310669,0.4290791153907776
129,bootstrap,raw,0.8378989100456238,56.85149002075195
129,bootstrap,z,0.999866783618927,0.20107415318489075
130,bootstrap,raw,0.8287578225135803,58.41656494140625
130,bootstrap,z,0.9991981983184814,0.46715670824050903
131,bootstrap,raw,0.8323584794998169,57.762420654296875
131,bootstrap,z,0.999992847442627,0.08300934731960297
132,bootstrap,raw,0.8366285562515259,57.12703323364258
132,bootstrap,z,0.9992724657058716,0.4355064034461975
133,bootstrap,raw,0.824261486530304,59.45980453491211
133,bootstrap,z,0.9997876286506653,0.21908964216709137
134,bootstrap,raw,0.8289247155189514,58.5021858215332
134,bootstrap,z,0.999768853187561,0.2429625689983368
135,bootstrap,raw,0.835567831993103,57.80794906616211
135,bootstrap,z,0.9990102648735046,0.513522744178772
136,bootstrap,raw,0.8320083618164062,57.792091369628906
136,bootstrap,z,0.9996243715286255,0.2755269408226013
137,bootstrap,raw,0.8301736116409302,58.263763427734375
137,bootstrap,z,0.9989604353904724,0.4605887234210968
138,bootstrap,raw,0.8364550471305847,57.211334228515625
138,bootstrap,z,0.9998703002929688,0.19783228635787964
139,bootstrap,raw,0.8309759497642517,58.15292739868164
139,bootstrap,z,0.9998170137405396,0.19846630096435547
140,bootstrap,raw,0.8289812803268433,58.592838287353516
140,bootstrap,z,0.9997323751449585,0.23116366565227509
141,bootstrap,raw,0.8367141485214233,57.02511978149414
141,bootstrap,z,0.999538779258728,0.3036695122718811
142,bootstrap,raw,0.8257719874382019,58.964210510253906
142,bootstrap,z,0.9997060298919678,0.26343074440956116
143,bootstrap,raw,0.8322688341140747,57.60521697998047
143,bootstrap,z,0.9990127086639404,0.48475977778434753
144,bootstrap,raw,0.8363181352615356,57.247039794921875
144,bootstrap,z,0.9995145201683044,0.3138265609741211
145,bootstrap,raw,0.8380455374717712,56.90935516357422
145,bootstrap,z,0.9993932247161865,0.34907206892967224
146,bootstrap,raw,0.828381359577179,58.52758026123047
146,bootstrap,z,0.9986951351165771,0.5863345861434937
147,bootstrap,raw,0.8337104916572571,57.69643783569336
147,bootstrap,z,0.9984546899795532,0.5635603070259094
148,bootstrap,raw,0.8323112726211548,57.740543365478516
148,bootstrap,z,0.9983767867088318,0.6317746639251709
149,bootstrap,raw,0.8354962468147278,57.37465286254883
149,bootstrap,z,0.9989520907402039,0.4834992289543152
150,bootstrap,raw,0.8361620903015137,57.15046310424805
150,bootstrap,z,0.9994757175445557,0.3249991238117218
151,bootstrap,raw,0.8337113261222839,57.82945251464844
151,bootstrap,z,0.9997252225875854,0.24481971561908722
152,bootstrap,raw,0.8338503837585449,57.736568450927734
152,bootstrap,z,0.9993624687194824,0.3696231544017792
153,bootstrap,raw,0.8332619667053223,57.67134475708008
153,bootstrap,z,0.999883770942688,0.23341459035873413
154,bootstrap,raw,0.830844521522522,58.00981903076172
154,bootstrap,z,0.9997011423110962,0.31426575779914856
155,bootstrap,raw,0.835658073425293,57.31105041503906
155,bootstrap,z,0.9990056157112122,0.4560474157333374
156,bootstrap,raw,0.834269642829895,57.42768859863281
156,bootstrap,z,0.9985211491584778,0.5369260311126709
157,bootstrap,raw,0.8403857946395874,56.809906005859375
157,bootstrap,z,0.9994242787361145,0.34174370765686035
158,bootstrap,raw,0.8338068127632141,57.57853317260742
158,bootstrap,z,0.9997246265411377,0.30093538761138916
159,bootstrap,raw,0.8335109949111938,57.642059326171875
159,bootstrap,z,0.9993055462837219,0.3727724850177765
160,bootstrap,raw,0.829527735710144,58.16521072387695
160,bootstrap,z,0.998774528503418,0.4981212913990021
161,bootstrap,raw,0.8315374851226807,57.790279388427734
161,bootstrap,z,0.9997885823249817,0.2946162521839142
162,bootstrap,raw,0.8347158432006836,57.48176193237305
162,bootstrap,z,0.9996505975723267,0.4313669204711914
163,bootstrap,raw,0.8361167311668396,56.7262077331543
163,bootstrap,z,0.9997217655181885,0.26359036564826965
164,bootstrap,raw,0.8307896852493286,58.19157791137695
164,bootstrap,z,0.9990291595458984,0.4419829547405243
165,bootstrap,raw,0.8310379385948181,57.9107551574707
165,bootstrap,z,0.9995300769805908,0.38457804918289185
166,bootstrap,raw,0.8332206606864929,57.87857437133789
166,bootstrap,z,0.9994069933891296,0.3511962294578552
167,bootstrap,raw,0.8371402025222778,57.059898376464844
167,bootstrap,z,0.9998534917831421,0.31078004837036133
168,bootstrap,raw,0.8366493582725525,57.14777374267578
168,bootstrap,z,0.9993847608566284,0.35981398820877075
169,bootstrap,raw,0.8350192904472351,57.57633590698242
169,bootstrap,z,0.9998073577880859,0.1952051818370819
170,bootstrap,raw,0.8369361162185669,56.84512710571289
170,bootstrap,z,0.9988723993301392,0.5012830495834351
171,bootstrap,raw,0.8332910537719727,57.321434020996094
171,bootstrap,z,0.9989112019538879,0.4715888500213623
172,bootstrap,raw,0.8333886861801147,57.789554595947266
